grid,area,logArea,logWV,perWV,WVclass,count_2,count_3,count_4,MaxTrophicPosition,MeanTrophicLevel,biomass_2,biomass_3,biomass_4,trophLevel,richness
105,3.405,5.131342539123261,2.6205864104518777,15.124816446402347,0,0,14,3,3.8,3.152941176470588,0,2133,334.86,richness_3,3
105,3.405,5.131342539123261,2.6205864104518777,15.124816446402347,0,0,14,3,3.8,3.152941176470588,0,2133,334.86,richness_4,2
129,4.297000000000001,5.4584476274379226,3.9136075118230993,32.743774726553404,1,0,52,11,3.8,3.1142857142857143,0,9304.63,4438.54,richness_2,0
129,4.297000000000001,5.4584476274379226,3.9136075118230993,32.743774726553404,1,0,52,11,3.8,3.1142857142857143,0,9304.63,4438.54,richness_3,3
129,4.297000000000001,5.4584476274379226,3.9136075118230993,32.743774726553404,1,0,52,11,3.8,3.1142857142857143,0,9304.63,4438.54,richness_4,5
181,6.54,6.053111336459563,4.478971805032942,32.56880733944954,1,1,4,2,3.9,3.1714285714285713,773.88,821.63,2620.37,richness_2,1
181,6.54,6.053111336459563,4.478971805032942,32.56880733944954,1,1,4,2,3.9,3.1714285714285713,773.88,821.63,2620.37,richness_3,4
181,6.54,6.053111336459563,4.478971805032942,32.56880733944954,1,1,4,2,3.9,3.1714285714285713,773.88,821.63,2620.37,richness_4,2
281,2.433,4.662775171937776,3.748461233004035,51.13029182079737,1,110,47,6,4,2.3699386503067483,177124.68,27163.11,2226.4,richness_2,6
281,2.433,4.662775171937776,3.748461233004035,51.13029182079737,1,110,47,6,4,2.3699386503067483,177124.68,27163.11,2226.4,richness_3,4
281,2.433,4.662775171937776,3.748461233004035,51.13029182079737,1,110,47,6,4,2.3699386503067483,177124.68,27163.11,2226.4,richness_4,2
