grid,area,logArea,logWV,perWV,WVclass,count_2,count_3,count_4,MaxTrophicPosition,MeanTrophicLevel,biomass_2,biomass_3,biomass_4,trophLevel,richness
306,34.807,8.447372562961556,3.33199177823206,2.605797684373833,0,146,33,12,4,2.3078534031413613,83495.40000000001,13146.94,7915.81,richness_4,5
105,2.9499999999999997,4.930737337562886,0.5849625007211562,1.6949152542372885,0,0,7,3,3.7,3.22,0,2335,604.5,richness_2,0
105,2.9499999999999997,4.930737337562886,0.5849625007211562,1.6949152542372885,0,0,7,3,3.7,3.22,0,2335,604.5,richness_3,4
105,2.9499999999999997,4.930737337562886,0.5849625007211562,1.6949152542372885,0,0,7,3,3.7,3.22,0,2335,604.5,richness_4,1
129,3.364,5.114367024952,1.9411063109464315,8.442330558858501,0,13,9,16,4,3.0421052631578944,11558.43,3908.82,22309.75,richness_2,2
129,3.364,5.114367024952,1.9411063109464315,8.442330558858501,0,13,9,16,4,3.0421052631578944,11558.43,3908.82,22309.75,richness_3,5
129,3.364,5.114367024952,1.9411063109464315,8.442330558858501,0,13,9,16,4,3.0421052631578944,11558.43,3908.82,22309.75,richness_4,7
181,7.798,6.303415462685624,3.835924074254375,17.030007694280584,0,0,26,2,3.7,3.146428571428572,0,6154.84,1155.88,richness_2,0
181,7.798,6.303415462685624,3.835924074254375,17.030007694280584,0,0,26,2,3.7,3.146428571428572,0,6154.84,1155.88,richness_3,6
181,7.798,6.303415462685624,3.835924074254375,17.030007694280584,0,0,26,2,3.7,3.146428571428572,0,6154.84,1155.88,richness_4,2
